feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,true_cluster
-5.434146948773151,-3.6193363911172005,-0.003551911587452161,-1.0903924057087717,-4.897576927417188,2.994600669133235,-8.327844632197685,-3.179454809938689,-2.416061925178504,-1.0102490913574198,6.314186548607374,-5.597463041502921,1.348994116798681,2.9051407679236236,-8.789159390267017,1
-5.569831087212199,-3.5362006314234637,0.9135918358466728,-0.2964058828639511,-3.498202722657291,2.636871045244408,-7.994331727997171,-1.7075494569706615,-3.5553093399727524,-1.1286345053394122,4.3797366067322745,-5.575485829817396,0.4055771181000785,2.460512527932658,-10.462244250483593,1
-1.751104072923623,8.814188047338712,5.680720782757941,1.4320392675535012,-8.663891117251982,-6.038835160738613,-9.513163726432387,6.059321366103881,2.0351429697793204,3.970108623096774,-8.929826133487946,10.112125699092054,6.72534917271995,-6.461070539968865,-6.133947646878549,0
2.248160238460272,-5.259473461362952,-8.891736606579144,9.952052458646278,9.696638256959217,7.302668999158487,-4.178473244384442,-7.489648726296667,3.6372461121628645,-3.588464542138544,-8.431110171120803,0.36943975898760506,-8.899217644671634,7.150426130667704,-4.648106328929258,2
-6.752839685769315,-5.486589158597736,0.10187970576628957,-1.085143625920657,-3.9658569165661106,1.2329716950422813,-7.491079748402175,-2.009367638844378,-3.6593781951636672,-0.3500216000882814,4.0261786690044365,-5.315490897177076,-0.42917154387852485,2.169961983803202,-10.104212227014607,1
2.1306192182284267,-7.062180014980151,-8.758951547556451,7.362185842034025,9.751709367905956,8.049364433506865,-4.34935950866304,-7.747488003870986,4.365921586440085,-0.17277790703400386,-7.770692494096567,-1.5391156007255717,-9.098444017016622,8.289310994099184,-5.100933467740464,2
-6.795146071865843,-5.720155088607827,-0.4476236448432793,-1.1866795534516332,-4.958468592904072,2.1666223191067546,-6.93952079693582,-4.302215351783065,-3.0682466044115393,-1.8791571660498616,5.721074274432539,-7.658490266900594,-0.2641096651033046,1.106064089992241,-9.262493226807177,1
-6.615252807359885,-4.830002708621646,0.9284451829252311,-0.2837848820100999,-5.184386677521009,3.815306498222062,-6.877981505100705,-3.3299943980409243,-1.4991058260915138,-0.10050620149308676,5.615090750254128,-5.032365841479674,0.48836858416896806,2.7206791571669617,-8.111091358575498,1
1.5861938267805944,-6.301798199948477,-8.632631692846745,10.163550333988995,8.48665748717529,6.046108579533904,-4.420271525898805,-8.010703162192188,4.1112794124700125,-1.7183960276669403,-7.850520280215793,0.6763708406712938,-8.226369848154478,8.581220869737946,-4.934770846994189,2
-5.49039375711884,-4.727102985856959,-0.11382047520682326,-1.6663189385109431,-4.639532117241382,3.3324617323850907,-8.120976685398858,-4.46063062848431,-2.4071109347946407,-0.17365364122567517,5.3993259831161105,-7.54100403723584,0.16460539100382873,2.929914158185422,-8.845241819655703,1
-1.6843472918623075,9.101120269021072,5.009979904532983,3.667454443641444,-7.817709796640323,-7.866884074300032,-8.28232943601451,8.880757185510516,1.8139013853131976,5.542918629695917,-9.51116313904916,8.85348721760862,5.8562989050982726,-5.249686918525047,-7.095467910084145,0
-5.395013298104182,-3.468521801004608,0.36683183217879867,-1.3599959063512972,-5.196835557744031,3.127415118613352,-6.348001739335848,-5.206453229669064,-1.9786574670012573,-0.5553189916520738,4.885939939547636,-6.971324517690782,0.5834833837936104,1.5301280861153155,-7.615032665160308,1
3.7618561718938524,-6.139717299718394,-8.087385564049777,8.193335117129148,9.539885917915083,6.374006939040577,-4.564912501831527,-8.182413468290848,2.484286360016723,-1.4743177515087744,-6.780158297296568,-0.6939404049682644,-7.786391308554389,7.037534831547597,-5.032540647836137,2
1.0835684308247735,-6.816499529816792,-8.229530237906628,8.438179293538564,10.015186593467432,5.551686110155101,-4.415095171481009,-8.883420932554923,4.231628159769561,-1.239544181279335,-8.343044861299603,-0.41343007159947914,-11.769150368014854,8.808785932348957,-4.960997679598307,2
1.8896243760681046,-5.924621527859046,-8.521486126851974,8.648333480142192,10.139684962298087,5.616958387968799,-4.489283783746465,-10.310116768723582,3.24148569138118,-0.1499767820701472,-9.217069452042374,-0.8579979099579703,-8.960974732983496,6.390514622461461,-5.232959258807473,2
1.550177461259898,-8.224666881976248,-8.778328422639655,9.278918855603163,8.62425340278492,5.519166455188643,-2.641680641082561,-8.252598976788565,4.214460678799728,-1.941194683491529,-7.604787670084258,-0.3655324806822065,-9.852528168738262,9.110648370792997,-5.935501975706073,2
-6.208844270068718,-3.3019812463199685,-0.8791066440018516,-1.1332047123653513,-3.527141183610113,2.021344594210101,-6.32455097391705,-3.644157699366781,-0.959656639317304,-1.4790826337242526,6.368087108257145,-6.82038348307073,-1.0076043927491485,0.2198667029865513,-8.640332527682503,1
3.4797721675461384,-5.459612989380009,-8.64813609989254,7.872294551079822,8.064242135191702,6.37139946357219,-4.469124970237216,-9.420309026560625,2.421167970752736,-1.5729361838719798,-7.403291644055641,1.0281086430380653,-8.924852958218159,7.881284417198511,-4.520440721861422,2
-1.7324445579512613,10.29608870868385,4.046273927701989,1.6387988808698162,-5.859953690916458,-6.232059750033794,-7.978187008101243,6.228559280650968,3.2607000380033906,3.552325521293065,-9.434475731570434,9.27961874116647,5.94606654676998,-6.88324639717128,-7.758579149164306,0
-7.38165578495355,-3.51298322739064,0.21649386977959156,-1.7579414771894806,-3.6989019499833855,1.0152213421053424,-8.571830306938924,-4.635045721410219,-1.8104417425635058,-1.3218445503895075,6.982844575483164,-5.0457125478952936,0.5110457158782205,2.1200704647406554,-8.845389645586561,1
1.4876096935215302,-7.873321516582945,-8.978010664192789,7.4111704019602564,8.809852096442583,5.933842466065057,-4.459657398955726,-8.013138793980392,3.495777321507771,-1.4590993582709986,-9.498555796734268,-1.1322259423230356,-8.798104192211731,8.829813059933599,-6.2954217423828585,2
-5.714233971751092,-3.025892215103671,2.0428934313914695,-1.305302148084846,-4.687228817994468,1.4350803491628739,-8.091557345295078,-3.1572824681727516,-3.884839408490686,0.09559847286167966,5.008766404458553,-6.5546893151203305,0.16344440426424878,1.2853677375876407,-8.325407941632385,1
-6.943903361936226,-2.292252001393347,1.261909854728561,-2.2382216160788064,-3.504827692382249,3.232656355264436,-7.104506048865117,-3.8679533997377766,-2.4020858005888934,-2.5472530027979117,5.554023550379953,-6.197654630420029,1.4288132775201352,2.115273668090348,-9.3090805152934,1
-3.343185522434461,10.036627591588854,4.431057033630665,2.081157460596483,-6.549570873835972,-8.423857270327272,-9.358795629881495,8.158359642927946,2.7165122542008864,4.387877320237082,-10.66788097122437,9.866599811926749,7.219572488172792,-5.71560401593548,-5.384963895384821,0
-6.2618472277684525,-3.598406600307827,0.4284212124253228,-1.2125455553648377,-4.017555385962993,1.5868755289128442,-6.011256729349668,-3.1589015620346643,-1.7208340163332316,-0.06765972322418978,4.443535652313853,-5.265674454583233,0.8091699103118389,0.6190724852858231,-9.242920029720107,1
-2.4968944379550657,9.778363231751502,3.8135834533584583,1.2864097316409833,-5.979156974318995,-7.098489913211814,-9.460358988511992,7.906470753272236,1.631742637078378,4.983388784191928,-10.119286415667721,9.27052139377989,7.404830148319421,-5.934226483373478,-5.758657998195071,0
3.614360768850589,-6.175647690507257,-9.098658799191591,8.926809275108775,10.444354795487465,6.933245211717614,-5.024694068032613,-8.825990168533625,3.059183031024465,-1.54871008595662,-8.035573865405258,-0.06925439388573423,-8.723652528880521,8.908536273081632,-5.085838242319094,2
-1.6057380730211497,11.3862944095749,4.562575710929525,1.2265989578242538,-6.276966582849477,-7.782371369676992,-8.38690584621462,6.921718342543404,2.19157621116849,5.034288437652643,-9.676896857348508,10.144500310702783,7.347379654903754,-7.2446830090817524,-7.0847812526864455,0
-2.5104380277214724,8.70641262264062,5.011056662566869,1.6222999189348954,-5.946584993361839,-6.425356788271023,-8.358652466010815,6.917824467453431,1.8332164451929789,3.211121309007257,-9.8707229594644,8.568936310154848,7.699307628479408,-5.712789133959272,-6.227102867825643,0
-6.3052474623986825,-4.680096647328964,-1.3522183523831353,-1.2354567428365246,-3.309863548246482,3.0334838697140545,-6.5572645122440845,-4.216475812135149,-1.8027917949009682,-0.1392708565745583,5.365412379283026,-5.465245943540128,-0.14407854805520082,2.2803107625343877,-10.110285061040898,1
3.0635876105173634,-4.955096884774979,-8.466770887760784,8.236537130473772,8.544537670572561,6.283873337793945,-3.6829539596005074,-6.560214711825722,4.4613044122728995,-1.1296649348971806,-7.827401105711958,2.315307569667172,-8.810953737698917,7.651406670713607,-5.004098706872844,2
3.8069181440113873,-5.56228472078514,-11.530054320350217,9.338581315071119,8.93924401303115,5.300551959439854,-3.809538887221968,-8.165715555792099,4.09158677366701,-1.1516859737636098,-8.455884988615605,-0.5577432191689731,-9.902596422755645,6.813221500180085,-5.921716083162768,2
-5.210766601118464,-4.828492598200758,0.19376828872190488,-1.5261514700531482,-3.691238235224557,3.1294045323524973,-6.367889541436992,-3.978108373636192,-2.8969784176970195,-2.339387708961385,4.6522025442961,-4.593199965399657,-1.184168821729799,1.2206988626471622,-8.155306719959974,1
-2.3825928382900563,8.472233158011356,4.759308087006083,1.3471347197531478,-6.34020281615385,-6.9719848088623655,-8.714298457759595,9.37946438725097,1.1366166711841585,5.2723173711531395,-11.71579119972345,7.735495719304732,5.6563407538583785,-6.695240478654426,-6.200539217346908,0
-6.940142560982507,-2.369187542849603,0.8499476234146892,-2.722802592388396,-3.73478700794575,2.081316564561192,-7.206441917281452,-3.5011965061101993,-1.7261813951558893,-1.565650497995832,5.679725904535966,-6.443413159023661,0.7621785131316428,1.6624477822519141,-9.047590561838545,1
2.6864299909782745,-6.6217198449908325,-10.21233965147161,7.540917559938893,8.045996189789495,5.759593196915981,-4.209418915487345,-9.22688684074754,4.502670765199951,-2.207965386984407,-8.65568253675803,-0.025873194665837373,-8.53310548170105,9.830291737426176,-4.35836432439712,2
-3.3957292480053916,8.850056455007842,6.507209700329733,2.206659093540744,-6.160055214232673,-5.311556575547109,-7.936441162096203,6.965191331749115,1.001634565608225,4.137336140304228,-10.0424747414589,8.178580013944547,6.841592813840011,-5.54050874798701,-4.948207295647358,0
-7.372984624399788,-3.527597856586095,0.8644616684138479,-1.9948667521054388,-5.964480418690478,2.565667646108297,-7.359565499967965,-3.8882500949551018,-1.1070235072144552,-0.9000657906265284,5.292448334386055,-6.924381930951478,0.034751335076193296,1.9767532569333628,-9.028345809121037,1
-6.208671340769906,-3.9490498692425837,0.5484026900460917,-3.5316937344884147,-3.970439727173579,2.623809807991621,-6.139702464856082,-3.8621165818740923,-2.7773527874967567,0.005353222125496937,3.81765184818069,-6.418483181334521,-0.32795921577473663,1.820673937375801,-10.829945995383376,1
-6.15409689697273,-4.298624629961926,1.4198366999989172,-1.697850735711513,-3.288747046729441,2.714484118187571,-6.468838380523637,-5.035947701940753,-2.594114980335684,-0.9208627193190958,4.565914007934246,-5.122475772990478,-0.36923194925364733,1.3606371141720635,-9.881644414078226,1
-4.671399769198653,-4.212973128237725,1.1549278379025956,-0.7082941481381465,-3.4832583096381406,2.370387244093448,-6.757254000763791,-3.5978961332852326,-2.16440631147468,-1.7725348544699975,4.337611641825084,-7.249391191564651,0.06856077436610158,2.3234327647789654,-9.954520767609313,1
0.43960573848408546,-6.706267475144811,-7.636875779010166,10.74505791841761,9.022200770540323,5.021587695435551,-2.8752860359182204,-7.354432479776112,3.293466698580357,-1.689540091775338,-8.133149034031968,-0.37213102636230305,-9.059375063774327,7.733596375386226,-5.176064588449454,2
2.663920253557227,-7.775448839101268,-8.999716716225272,7.636957929787385,9.399370640173508,4.616422635815722,-3.195716515071443,-9.098267636505927,2.266597677953974,-1.4878407619292673,-6.190349469762783,0.4724921649626642,-10.850080862058805,7.111907827460009,-5.140880666596227,2
-3.7114096371572334,8.805697996284866,3.73954363003059,1.8539403505571082,-6.88494995485626,-7.9354256294375025,-8.194776468547317,7.197751800807143,2.8866681300684554,2.6855273636840336,-10.402063850520264,9.811532490158385,6.009564359348223,-5.884846312874234,-6.362941361812248,0
3.4207591613169406,-5.823730480055222,-9.165277517395237,9.289184660442455,9.973640199629447,6.236712872742994,-4.3774479437575495,-8.472295684867078,3.993038986608699,-0.8665656727879354,-7.793598995715259,-2.191783561817268,-10.344647759528664,8.682159178865332,-6.529070765884362,2
-6.0804835988728945,-4.065104721057935,0.8928524953275088,-1.5965436350458462,-3.9407972238309097,1.6428380188246225,-7.249486719897858,-3.7658399267750426,-2.5520656371057897,-0.5743548417380451,4.961182188298955,-6.479064006340687,-0.17398310310052367,1.6270995727714475,-7.9841254499057825,1
2.503312723133499,-7.324692823097992,-8.181101991883628,7.675401993902493,8.244035331485842,7.876447843267806,-4.315821208115688,-7.46294223908336,5.043292844184703,-3.048514988230754,-6.6582383589798555,0.4226930872328206,-7.9999117529492,7.241189512243941,-3.6633966424359716,2
-1.7342990980092132,8.236471290019065,4.703464797682132,3.192199612095779,-8.845024836642054,-7.528514270859322,-9.561961263665667,7.173998817450376,1.9840675329653452,3.3124414495636367,-10.111808790974363,8.779617066877627,6.368221419870141,-5.5786396004096,-5.635049357961123,0
2.0038015981754698,-6.438930908093263,-8.38763229211565,8.978277647211083,9.08016187961668,5.692654457938834,-5.02184362275919,-7.019854387835,5.449084184855469,-0.23748070046537229,-8.56648780384902,0.5331514579381171,-8.49320853639898,7.863657882678556,-4.433258576288439,2
-5.793404186379554,-5.811357124861895,0.6968625130252177,-2.3099550122772157,-3.6886635404598076,2.8085130431465126,-7.347681134888184,-4.292841556320615,-3.317853291835207,-1.9550670357432534,7.06199355292726,-6.698581498569708,1.5389256732294105,1.1606913454007084,-8.650839433329862,1
1.964419501199047,-6.151016463272338,-8.516754539170512,7.658530074753624,9.77054884733751,5.479491130791171,-5.041273743313108,-9.381233630359302,3.511777033296482,-2.010169614954055,-9.420324550895781,-0.38322620324404494,-9.704686245604325,8.066487149848939,-5.327518731233563,2
-7.415124489730047,-4.357708887557155,1.0580419252792974,-1.2337724708920006,-4.340601984180639,2.6854430134915384,-8.386766852297777,-4.044171590342404,-1.7779970182478644,-0.43914780001269765,6.256967085327256,-4.728626124870794,0.23177414037329896,1.3258180481605808,-8.119379711468012,1
-6.68584819432618,-4.188094805345254,0.041919836459579585,-2.257246378107449,-3.523877277145888,3.9856272261389134,-7.515904577812084,-4.7015037842356415,-3.2690219210918383,-1.4223868977395848,7.023346176852915,-6.581308772640719,-0.18352467243939935,0.8560079755200721,-8.836072726509588,1
-3.028550682975694,9.398735814126919,4.343620141350264,1.3063224941173184,-7.431259448015563,-6.484145179226727,-8.50372571280721,7.643852538889453,1.8417293168087092,4.164183356863637,-8.93410795738311,8.20668259552044,6.668566494751303,-5.681252867933045,-5.760857240595868,0
-5.952762523562243,-4.4916559868818595,1.7101033148181923,-0.834385617619693,-5.663775595978607,2.928452786234971,-7.667222188892985,-3.9998561911816655,-1.8663599306915581,-1.3182839833911477,4.3870451366268215,-4.802088203308143,1.2163555452337909,1.7784865666944931,-8.388254584406353,1
1.982042102120611,-5.450514266008346,-9.127413804053445,8.371766125264434,8.367611216152927,6.1923761583255015,-2.964317148844486,-6.444411506745448,3.912980031620487,-1.0849551310988255,-7.9940137889072584,-0.39771509496740526,-8.80888950485507,7.934507775925179,-4.954226325733593,2
-5.276201273136349,-4.115003060556642,0.7501659855719044,-1.1826266471097697,-3.165425280137601,0.7474977865483519,-7.120265854583313,-3.2401644207317486,-2.751152291502719,-1.6396158301699222,5.220407135335645,-6.320877958277929,-0.2921512553461588,1.7260424835869623,-7.864393823052044,1
3.1076782080157295,-6.8649744876701675,-8.58790247412016,7.739773042371345,8.882579108690592,7.0663784004343935,-4.933828162074139,-7.47289449027539,3.826883041111126,-1.385714514026516,-7.7831749369620296,-0.4892855562369863,-9.633806355341202,8.930200221424569,-5.170035419395481,2
2.312677737702338,-6.127718828353746,-9.227683609883355,9.275099567476303,10.175385256850156,5.989964455689335,-3.8532263364200654,-7.659534652670099,4.1257279031149325,-0.4941872668092213,-8.370735267889984,-0.5195997996828445,-9.705732531335356,7.463278309445501,-6.263131505085914,2
-6.875462541276694,-3.576481581922385,2.1597413558761085,-2.7565642025802912,-3.7096216139881526,2.1842781977349417,-6.849598342691439,-4.50167878966387,-2.7896110421638998,-0.7749999548528013,5.462212121032064,-7.222957410728725,0.09755674375667,0.7151444746838946,-8.548437257135797,1
1.7440472354082215,-6.976707219278873,-8.6000389441734,7.780899099347124,10.080193087157658,7.196255185540638,-4.408189126683019,-8.365306647351344,4.6793103101192735,-1.2953913979998926,-7.08863894634312,-0.17030611281521546,-8.067183666911413,8.57847174417684,-4.386275750464308,2
-2.4139828982095706,7.794030856011557,3.7328263601585947,1.798740981382156,-8.99067399135919,-6.256925823640746,-10.766238290321457,7.261625002432485,2.034315616139607,4.591900932066356,-9.621654755995866,11.012523414306477,6.821906321263237,-4.910327867039548,-6.942270902954218,0
1.2787089738801658,-6.703316269165999,-7.487196450298887,9.306250413402507,9.498929151062848,5.259863345356652,-4.567312861055396,-8.644099874570077,3.119757640494253,-1.478179626206857,-7.7800441524776085,-0.3677244966760748,-9.849288961910418,8.294450574225424,-5.075932194693082,2
-3.2496943028722436,9.527636077922041,5.619580506009167,1.5064833061588534,-6.848753638969644,-5.715614641211054,-7.398910496620811,7.920163916347026,2.497043573419063,3.4784623281729794,-9.300942593717679,9.843653715859885,6.480556689159599,-6.229038790079007,-7.388538794639471,0
-7.824345883793821,-3.0922316372445335,0.8387790328075408,-1.0143887345705693,-5.906865090317433,1.9741783439743448,-6.287272044031274,-4.5719934125198725,-3.5352128540971375,-1.3879363916638503,5.648897129748803,-6.687620717083055,1.2717425539436675,1.796557353248536,-9.515447223958388,1
-2.7423896062475426,7.693893160168112,4.599540554850911,1.8477853653627112,-6.029705983251174,-8.66765074712731,-8.650167893552249,6.399068477014129,2.277678908620613,4.460875600382754,-9.657785935788105,10.044031543088753,5.652239968728677,-4.867041426209116,-6.929963748813301,0
-2.4790694365184,8.79893722285321,4.5709680798414105,1.8299601102467435,-7.465128859655444,-6.72378136527864,-9.688433978568892,8.114629105345918,2.5209480801878588,3.766681302829696,-9.944296771183039,9.618605493118489,6.0100165635234895,-4.303633687126579,-6.077160072904572,0
-2.2346895822392514,10.073385971228092,3.734425922521945,0.6616526698094869,-6.509588349033238,-6.68809140312791,-8.593884300334203,8.069920229619157,2.3596481739939836,4.485945630433212,-9.016304503043038,9.800130348989509,7.33480956138236,-4.946401126611612,-5.138149614865256,0
1.6098305168733662,-8.113466148188479,-8.492941617791223,8.508487550592557,9.16393231263287,5.584051293159147,-2.3282072209485634,-9.293015908555132,5.951457019758555,-1.5094593498090547,-7.412478042129916,-0.5562989318581832,-9.805536425579996,7.558544118829536,-4.343393998364753,2
1.9504487431338133,-7.092762911340894,-8.541574281281845,9.027518630130132,8.662668514545551,5.481755857699621,-5.166855986128107,-7.802106212386681,2.6816166685631306,-1.193770159994227,-7.0852529158078505,0.06998222768464707,-9.89073461610944,8.913457970655617,-5.150777550480664,2
1.4489332460262863,-8.513157146934482,-8.448847347328552,10.403674118312518,8.008194899693343,6.212157039032435,-4.473248439842664,-7.62935569941644,3.5467964048634846,-2.284993848742054,-8.344118274264211,-0.7607022233619625,-8.236775011305866,9.221015463119763,-5.0734786776898195,2
-6.827167992145091,-3.940365000347664,0.7149221548418333,-0.5059319989375748,-4.102466576964136,1.7875008962915087,-6.398406477807633,-4.811279409879742,-3.9788453306760245,0.08616449866435316,6.61700182370905,-6.6403630705960905,-0.034590314784507914,1.114749340976906,-8.809692371547937,1
2.068762151176024,-7.6105862627554,-9.363141515408227,9.22820015992578,9.416506194521613,6.8130393020553885,-4.388133431080718,-8.000475939068128,3.1471666015360746,-0.632047285920512,-6.6066384102842255,0.29019806402764586,-8.463274156674366,8.212407931885933,-4.179925300003521,2
-7.222725188873718,-2.4990210482914272,-1.6175895108302076,-1.6198499211933683,-4.087105484753003,2.6429946367142207,-7.942862568769105,-3.249671194185067,-3.7878279691765044,-1.3315031865453348,6.200117272083812,-5.174373504998604,-0.8385122688326456,3.9643208095729765,-9.788984996133813,1
-6.204135619985643,-4.208148498791789,0.29497836607902694,-2.217067752431751,-5.943451427471305,3.1203143818732295,-7.084316037530924,-4.152137944798208,-2.3540038358398623,-1.5413182794941997,4.902669457152727,-6.233472111775328,1.3791675536832828,0.9132985544463487,-11.172644031046579,1
-2.0897074252504217,8.426357796616083,4.356592723069712,2.3359999509368725,-5.899959641050356,-5.58139234343671,-10.067886124657067,7.537723894990273,3.189895117570993,2.8132028049113567,-9.336803318840074,9.396530005303738,6.9804862675122665,-6.3710610066956574,-7.511995718428739,0
-6.142775513043378,-4.765569534070843,-0.4374086395861746,-1.3466663082504058,-5.316520333864288,2.8621476723375983,-7.887439786052253,-4.176832853880832,-4.18137666912956,-1.193641810414086,4.75483079015611,-7.864089490706254,0.7181624397412865,3.1612190085141085,-8.167412874124889,1
-2.037952065128056,9.28526253049403,3.2807994763851847,3.1389262919057295,-5.53475333920688,-7.480834033100038,-7.905088883854406,6.865124671505947,2.167193443033024,3.492841847904182,-7.81690889531413,9.161383261375967,6.750012034267206,-6.303567696405539,-4.874448178068872,0
2.901875931019294,-7.568028577781709,-8.453407540204388,7.988111623977016,9.084710783189216,6.6800826712276615,-4.727991728958549,-7.599087860250184,2.485965341870469,-0.282294266038718,-8.090785048788701,-0.9181557371496233,-10.460514310488497,7.722924975305515,-6.350489813565101,2
-1.5746234455992585,8.323961857197922,2.797721244592328,1.6172130758409948,-7.579483495212165,-8.701208400149548,-8.61041584257825,7.489198005285065,2.936161398494857,3.264793663504599,-10.867619303241561,9.07281857680262,6.5781786888011595,-5.01613810404528,-5.235046251853861,0
-7.046704390041411,-4.566830975345597,0.05812140214392475,-0.3841110991041168,-4.565143614155726,3.3803515092884147,-7.702083137477832,-3.8970957202904035,-3.029757273501967,-0.27533377942690285,4.808899904208049,-5.412236773171021,0.3757842885199796,1.3362979238188903,-9.203968933368165,1
